# OpenTelemetry Metrics report: .csv, 4 fields # <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.queueSize90P,1705944600865000000,1705944660863000000,6
NonBlockingReadAction.finalizedExecutionsCount,1705944600865000000,1705944660863000000,852
FileNameCache.totalMisses,1705944660863000000,1705944720862000000,17
FileNameCache.queries,1705944660863000000,1705944720862000000,64269
FileNameCache.fastMisses,1705944660863000000,1705944720862000000,1236
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705944660863000000,1705944720862000000,0
FilePageCache.maxRegisteredFiles,1705944660863000000,1705944720862000000,654
FilePageCache.maxCacheSizeInBytes,1705944660863000000,1705944720862000000,371113984
FilePageCache.disposedBuffers,1705944660863000000,1705944720862000000,0
FilePageCache.capacityInBytes,1705944660863000000,1705944720862000000,524288000
StorageLockContext.competingThreads.90P,1705944660863000000,1705944720862000000,0
FilePageCache.pageFastCacheHits,1705944660863000000,1705944720862000000,21974
FilePageCache.pageHits,1705944660863000000,1705944720862000000,169
StorageLockContext.competingThreads.max,1705944660863000000,1705944720862000000,0
StorageLockContext.competingThreads.avg,1705944660863000000,1705944720862000000,0.0
FilePageCache.uncachedFileAccess,1705944660863000000,1705944720862000000,36
FilePageCache.totalPageDisposalsUs,1705944660863000000,1705944720862000000,66
DirectByteBufferAllocator.hits,1705944660863000000,1705944720862000000,0
FilePageCache.pageLoads,1705944660863000000,1705944720862000000,29
FilePageCache.totalPageLoadsUs,1705944660863000000,1705944720862000000,66467
DirectByteBufferAllocator.disposed,1705944660863000000,1705944720862000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705944660863000000,1705944720862000000,0
DirectByteBufferAllocator.reclaimed,1705944660863000000,1705944720862000000,0
DirectByteBufferAllocator.misses,1705944660863000000,1705944720862000000,29
context.features.common,1705944660863000000,1705944720862000000,2
FlushQueue.tasksExecuted,1705944660863000000,1705944720862000000,3844
AWTEventQueue.dispatchTimeMaxNs,1705944660863000000,1705944720862000000,72351743
NonBlockingReadAction.finalizedExecutionTimeUs,1705944660863000000,1705944720862000000,451782
FlushQueue.executionTimeMaxNs,1705944660863000000,1705944720862000000,66846719
AWTEventQueue.eventsDispatched,1705944660863000000,1705944720862000000,4597
FlushQueue.waitingTime90PNs,1705944660863000000,1705944720862000000,1925119
NonBlockingReadAction.failedExecutionsCount,1705944660863000000,1705944720862000000,4
FlushQueue.queueSizeMax,1705944660863000000,1705944720862000000,26
NonBlockingReadAction.failedExecutionTimeUs,1705944660863000000,1705944720862000000,10628
FlushQueue.waitingTimeMaxNs,1705944660863000000,1705944720862000000,61603839
FlushQueue.executionTime90PNs,1705944660863000000,1705944720862000000,247807
AWTEventQueue.dispatchTime90PNs,1705944660863000000,1705944720862000000,1785855
FlushQueue.queueSizeAvg,1705944660863000000,1705944720862000000,1.3244016649323622
AWTEventQueue.dispatchTimeAvgNs,1705944660863000000,1705944720862000000,732441.9438764411
FlushQueue.waitingTimeAvgNs,1705944660863000000,1705944720862000000,698423.842351717
FlushQueue.executionTimeAvgNs,1705944660863000000,1705944720862000000,188691.1948491155
FlushQueue.queueSize90P,1705944660863000000,1705944720862000000,5
NonBlockingReadAction.finalizedExecutionsCount,1705944660863000000,1705944720862000000,450
FileNameCache.totalMisses,1705944720862000000,1705944780855000000,0
FileNameCache.queries,1705944720862000000,1705944780855000000,518
FileNameCache.fastMisses,1705944720862000000,1705944780855000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705944720862000000,1705944780855000000,0
FilePageCache.maxRegisteredFiles,1705944720862000000,1705944780855000000,654
FilePageCache.maxCacheSizeInBytes,1705944720862000000,1705944780855000000,371113984
FilePageCache.disposedBuffers,1705944720862000000,1705944780855000000,0
FilePageCache.capacityInBytes,1705944720862000000,1705944780855000000,524288000
StorageLockContext.competingThreads.90P,1705944720862000000,1705944780855000000,0
FilePageCache.pageFastCacheHits,1705944720862000000,1705944780855000000,28
FilePageCache.pageHits,1705944720862000000,1705944780855000000,2
StorageLockContext.competingThreads.max,1705944720862000000,1705944780855000000,0
StorageLockContext.competingThreads.avg,1705944720862000000,1705944780855000000,0.0
FilePageCache.uncachedFileAccess,1705944720862000000,1705944780855000000,0
FilePageCache.totalPageDisposalsUs,1705944720862000000,1705944780855000000,0
DirectByteBufferAllocator.hits,1705944720862000000,1705944780855000000,0
FilePageCache.pageLoads,1705944720862000000,1705944780855000000,0
FilePageCache.totalPageLoadsUs,1705944720862000000,1705944780855000000,0
DirectByteBufferAllocator.disposed,1705944720862000000,1705944780855000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705944720862000000,1705944780855000000,0
DirectByteBufferAllocator.reclaimed,1705944720862000000,1705944780855000000,0
DirectByteBufferAllocator.misses,1705944720862000000,1705944780855000000,0
FlushQueue.tasksExecuted,1705944720862000000,1705944780855000000,396
AWTEventQueue.dispatchTimeMaxNs,1705944720862000000,1705944780855000000,3293183
NonBlockingReadAction.finalizedExecutionTimeUs,1705944720862000000,1705944780855000000,80713
FlushQueue.executionTimeMaxNs,1705944720862000000,1705944780855000000,524287
AWTEventQueue.eventsDispatched,1705944720862000000,1705944780855000000,460
FlushQueue.waitingTime90PNs,1705944720862000000,1705944780855000000,272383
NonBlockingReadAction.failedExecutionsCount,1705944720862000000,1705944780855000000,0
FlushQueue.queueSizeMax,1705944720862000000,1705944780855000000,1
NonBlockingReadAction.failedExecutionTimeUs,1705944720862000000,1705944780855000000,0
FlushQueue.waitingTimeMaxNs,1705944720862000000,1705944780855000000,1171455
FlushQueue.executionTime90PNs,1705944720862000000,1705944780855000000,166911
AWTEventQueue.dispatchTime90PNs,1705944720862000000,1705944780855000000,335871
FlushQueue.queueSizeAvg,1705944720862000000,1705944780855000000,0.06818181818181818
AWTEventQueue.dispatchTimeAvgNs,1705944720862000000,1705944780855000000,225518.99130434782
FlushQueue.waitingTimeAvgNs,1705944720862000000,1705944780855000000,187961.51515151514
FlushQueue.executionTimeAvgNs,1705944720862000000,1705944780855000000,71463.69696969698
FlushQueue.queueSize90P,1705944720862000000,1705944780855000000,0
NonBlockingReadAction.finalizedExecutionsCount,1705944720862000000,1705944780855000000,24
FileNameCache.totalMisses,1705944780855000000,1705944840865000000,0
FileNameCache.queries,1705944780855000000,1705944840865000000,126609
FileNameCache.fastMisses,1705944780855000000,1705944840865000000,2258
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705944780855000000,1705944840865000000,0
FilePageCache.maxRegisteredFiles,1705944780855000000,1705944840865000000,654
FilePageCache.maxCacheSizeInBytes,1705944780855000000,1705944840865000000,371113984
FilePageCache.disposedBuffers,1705944780855000000,1705944840865000000,0
FilePageCache.capacityInBytes,1705944780855000000,1705944840865000000,524288000
StorageLockContext.competingThreads.90P,1705944780855000000,1705944840865000000,0
FilePageCache.pageFastCacheHits,1705944780855000000,1705944840865000000,35322
FilePageCache.pageHits,1705944780855000000,1705944840865000000,257
StorageLockContext.competingThreads.max,1705944780855000000,1705944840865000000,0
StorageLockContext.competingThreads.avg,1705944780855000000,1705944840865000000,0.0
FilePageCache.uncachedFileAccess,1705944780855000000,1705944840865000000,9
FilePageCache.totalPageDisposalsUs,1705944780855000000,1705944840865000000,0
DirectByteBufferAllocator.hits,1705944780855000000,1705944840865000000,0
FilePageCache.pageLoads,1705944780855000000,1705944840865000000,0
FilePageCache.totalPageLoadsUs,1705944780855000000,1705944840865000000,0
DirectByteBufferAllocator.disposed,1705944780855000000,1705944840865000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705944780855000000,1705944840865000000,0
DirectByteBufferAllocator.reclaimed,1705944780855000000,1705944840865000000,0
DirectByteBufferAllocator.misses,1705944780855000000,1705944840865000000,0
sorting.items.9,1705944780855000000,1705944840865000000,2
sorting.items.7,1705944780855000000,1705944840865000000,6
model.items.7,1705944780855000000,1705944840865000000,6
context.features.common,1705944780855000000,1705944840865000000,4
model.items.5,1705944780855000000,1705944840865000000,6
sorting.items.5,1705944780855000000,1705944840865000000,6
sorting.time.7,1705944780855000000,1705944840865000000,1
model.items.11,1705944780855000000,1705944840865000000,2
sorting.items.11,1705944780855000000,1705944840865000000,2
model.items.0,1705944780855000000,1705944840865000000,34
sorting.time.0,1705944780855000000,1705944840865000000,1
reordered.by.ml,1705944780855000000,1705944840865000000,25
sorting.time.13,1705944780855000000,1705944840865000000,3
sorting.items.0,1705944780855000000,1705944840865000000,34
model.items.9,1705944780855000000,1705944840865000000,2
FlushQueue.tasksExecuted,1705944780855000000,1705944840865000000,5820
AWTEventQueue.dispatchTimeMaxNs,1705944780855000000,1705944840865000000,25952255
NonBlockingReadAction.finalizedExecutionTimeUs,1705944780855000000,1705944840865000000,442462
FlushQueue.executionTimeMaxNs,1705944780855000000,1705944840865000000,19005439
AWTEventQueue.eventsDispatched,1705944780855000000,1705944840865000000,4855
FlushQueue.waitingTime90PNs,1705944780855000000,1705944840865000000,2310143
NonBlockingReadAction.failedExecutionsCount,1705944780855000000,1705944840865000000,9
FlushQueue.queueSizeMax,1705944780855000000,1705944840865000000,24
NonBlockingReadAction.failedExecutionTimeUs,1705944780855000000,1705944840865000000,30998
FlushQueue.waitingTimeMaxNs,1705944780855000000,1705944840865000000,29622271
FlushQueue.executionTime90PNs,1705944780855000000,1705944840865000000,296959
AWTEventQueue.dispatchTime90PNs,1705944780855000000,1705944840865000000,2146303
FlushQueue.queueSizeAvg,1705944780855000000,1705944840865000000,2.031443298969072
AWTEventQueue.dispatchTimeAvgNs,1705944780855000000,1705944840865000000,745912.7645726056
FlushQueue.waitingTimeAvgNs,1705944780855000000,1705944840865000000,864799.1360824743
FlushQueue.executionTimeAvgNs,1705944780855000000,1705944840865000000,153064.66666666666
FlushQueue.queueSize90P,1705944780855000000,1705944840865000000,7
NonBlockingReadAction.finalizedExecutionsCount,1705944780855000000,1705944840865000000,577
FileNameCache.totalMisses,1705944840865000000,1705944900862000000,0
FileNameCache.queries,1705944840865000000,1705944900862000000,200009
FileNameCache.fastMisses,1705944840865000000,1705944900862000000,3628
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705944840865000000,1705944900862000000,0
FilePageCache.maxRegisteredFiles,1705944840865000000,1705944900862000000,654
FilePageCache.maxCacheSizeInBytes,1705944840865000000,1705944900862000000,371113984
FilePageCache.disposedBuffers,1705944840865000000,1705944900862000000,0
FilePageCache.capacityInBytes,1705944840865000000,1705944900862000000,524288000
StorageLockContext.competingThreads.90P,1705944840865000000,1705944900862000000,0
FilePageCache.pageFastCacheHits,1705944840865000000,1705944900862000000,55783
FilePageCache.pageHits,1705944840865000000,1705944900862000000,350
StorageLockContext.competingThreads.max,1705944840865000000,1705944900862000000,0
StorageLockContext.competingThreads.avg,1705944840865000000,1705944900862000000,0.0
FilePageCache.uncachedFileAccess,1705944840865000000,1705944900862000000,33
FilePageCache.totalPageDisposalsUs,1705944840865000000,1705944900862000000,0
DirectByteBufferAllocator.hits,1705944840865000000,1705944900862000000,0
FilePageCache.pageLoads,1705944840865000000,1705944900862000000,0
FilePageCache.totalPageLoadsUs,1705944840865000000,1705944900862000000,0
DirectByteBufferAllocator.disposed,1705944840865000000,1705944900862000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705944840865000000,1705944900862000000,0
DirectByteBufferAllocator.reclaimed,1705944840865000000,1705944900862000000,0
DirectByteBufferAllocator.misses,1705944840865000000,1705944900862000000,0
sorting.time.5,1705944840865000000,1705944900862000000,12
sorting.items.9,1705944840865000000,1705944900862000000,1
model.time.0,1705944840865000000,1705944900862000000,1
sorting.items.7,1705944840865000000,1705944900862000000,4
model.items.7,1705944840865000000,1705944900862000000,4
context.features.common,1705944840865000000,1705944900862000000,18
model.items.5,1705944840865000000,1705944900862000000,4
sorting.items.5,1705944840865000000,1705944900862000000,4
sorting.time.7,1705944840865000000,1705944900862000000,2
model.items.0,1705944840865000000,1705944900862000000,42
sorting.time.0,1705944840865000000,1705944900862000000,15
reordered.by.ml,1705944840865000000,1705944900862000000,46
sorting.items.0,1705944840865000000,1705944900862000000,42
model.items.9,1705944840865000000,1705944900862000000,1
FlushQueue.tasksExecuted,1705944840865000000,1705944900862000000,8901
AWTEventQueue.dispatchTimeMaxNs,1705944840865000000,1705944900862000000,135266303
NonBlockingReadAction.finalizedExecutionTimeUs,1705944840865000000,1705944900862000000,742431
FlushQueue.executionTimeMaxNs,1705944840865000000,1705944900862000000,135266303
AWTEventQueue.eventsDispatched,1705944840865000000,1705944900862000000,7548
FlushQueue.waitingTime90PNs,1705944840865000000,1705944900862000000,2408447
NonBlockingReadAction.failedExecutionsCount,1705944840865000000,1705944900862000000,20
FlushQueue.queueSizeMax,1705944840865000000,1705944900862000000,21
NonBlockingReadAction.failedExecutionTimeUs,1705944840865000000,1705944900862000000,79246
FlushQueue.waitingTimeMaxNs,1705944840865000000,1705944900862000000,42467327
FlushQueue.executionTime90PNs,1705944840865000000,1705944900862000000,309247
AWTEventQueue.dispatchTime90PNs,1705944840865000000,1705944900862000000,1884159
FlushQueue.queueSizeAvg,1705944840865000000,1705944900862000000,2.057633973710819
AWTEventQueue.dispatchTimeAvgNs,1705944840865000000,1705944900862000000,763184.3720190779
FlushQueue.waitingTimeAvgNs,1705944840865000000,1705944900862000000,978738.3963599595
FlushQueue.executionTimeAvgNs,1705944840865000000,1705944900862000000,202981.36726210537
FlushQueue.queueSize90P,1705944840865000000,1705944900862000000,7
NonBlockingReadAction.finalizedExecutionsCount,1705944840865000000,1705944900862000000,874
FileNameCache.totalMisses,1705944900862000000,1705944960857000000,0
FileNameCache.queries,1705944900862000000,1705944960857000000,136707
FileNameCache.fastMisses,1705944900862000000,1705944960857000000,2392
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705944900862000000,1705944960857000000,0
FilePageCache.maxRegisteredFiles,1705944900862000000,1705944960857000000,654
FilePageCache.maxCacheSizeInBytes,1705944900862000000,1705944960857000000,371113984
FilePageCache.disposedBuffers,1705944900862000000,1705944960857000000,0
FilePageCache.capacityInBytes,1705944900862000000,1705944960857000000,524288000
StorageLockContext.competingThreads.90P,1705944900862000000,1705944960857000000,0
FilePageCache.pageFastCacheHits,1705944900862000000,1705944960857000000,41846
FilePageCache.pageHits,1705944900862000000,1705944960857000000,254
StorageLockContext.competingThreads.max,1705944900862000000,1705944960857000000,0
StorageLockContext.competingThreads.avg,1705944900862000000,1705944960857000000,0.0
FilePageCache.uncachedFileAccess,1705944900862000000,1705944960857000000,11
FilePageCache.totalPageDisposalsUs,1705944900862000000,1705944960857000000,0
DirectByteBufferAllocator.hits,1705944900862000000,1705944960857000000,0
FilePageCache.pageLoads,1705944900862000000,1705944960857000000,0
FilePageCache.totalPageLoadsUs,1705944900862000000,1705944960857000000,0
DirectByteBufferAllocator.disposed,1705944900862000000,1705944960857000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705944900862000000,1705944960857000000,0
DirectByteBufferAllocator.reclaimed,1705944900862000000,1705944960857000000,0
DirectByteBufferAllocator.misses,1705944900862000000,1705944960857000000,0
sorting.items.9,1705944900862000000,1705944960857000000,1
model.time.0,1705944900862000000,1705944960857000000,1
sorting.items.7,1705944900862000000,1705944960857000000,6
model.items.7,1705944900862000000,1705944960857000000,6
context.features.common,1705944900862000000,1705944960857000000,19
model.items.5,1705944900862000000,1705944960857000000,6
sorting.items.5,1705944900862000000,1705944960857000000,6
model.items.0,1705944900862000000,1705944960857000000,55
sorting.time.0,1705944900862000000,1705944960857000000,11
reordered.by.ml,1705944900862000000,1705944960857000000,47
sorting.items.0,1705944900862000000,1705944960857000000,55
model.items.9,1705944900862000000,1705944960857000000,1
FlushQueue.tasksExecuted,1705944900862000000,1705944960857000000,6319
AWTEventQueue.dispatchTimeMaxNs,1705944900862000000,1705944960857000000,30801919
NonBlockingReadAction.finalizedExecutionTimeUs,1705944900862000000,1705944960857000000,619567
FlushQueue.executionTimeMaxNs,1705944900862000000,1705944960857000000,30670847
AWTEventQueue.eventsDispatched,1705944900862000000,1705944960857000000,5227
FlushQueue.waitingTime90PNs,1705944900862000000,1705944960857000000,2555903
NonBlockingReadAction.failedExecutionsCount,1705944900862000000,1705944960857000000,30
FlushQueue.queueSizeMax,1705944900862000000,1705944960857000000,23
NonBlockingReadAction.failedExecutionTimeUs,1705944900862000000,1705944960857000000,95398
FlushQueue.waitingTimeMaxNs,1705944900862000000,1705944960857000000,28180479
FlushQueue.executionTime90PNs,1705944900862000000,1705944960857000000,268287
AWTEventQueue.dispatchTime90PNs,1705944900862000000,1705944960857000000,2015231
FlushQueue.queueSizeAvg,1705944900862000000,1705944960857000000,1.9297357176768477
AWTEventQueue.dispatchTimeAvgNs,1705944900862000000,1705944960857000000,727804.0015305147
FlushQueue.waitingTimeAvgNs,1705944900862000000,1705944960857000000,972279.0843487894
FlushQueue.executionTimeAvgNs,1705944900862000000,1705944960857000000,162363.12296249406
FlushQueue.queueSize90P,1705944900862000000,1705944960857000000,7
NonBlockingReadAction.finalizedExecutionsCount,1705944900862000000,1705944960857000000,619
FileNameCache.totalMisses,1705944960857000000,1705945020863000000,0
FileNameCache.queries,1705944960857000000,1705945020863000000,139008
FileNameCache.fastMisses,1705944960857000000,1705945020863000000,2266
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705944960857000000,1705945020863000000,0
FilePageCache.maxRegisteredFiles,1705944960857000000,1705945020863000000,654
FilePageCache.maxCacheSizeInBytes,1705944960857000000,1705945020863000000,371113984
FilePageCache.disposedBuffers,1705944960857000000,1705945020863000000,0
FilePageCache.capacityInBytes,1705944960857000000,1705945020863000000,524288000
StorageLockContext.competingThreads.90P,1705944960857000000,1705945020863000000,0
FilePageCache.pageFastCacheHits,1705944960857000000,1705945020863000000,37198
FilePageCache.pageHits,1705944960857000000,1705945020863000000,234
StorageLockContext.competingThreads.max,1705944960857000000,1705945020863000000,0
StorageLockContext.competingThreads.avg,1705944960857000000,1705945020863000000,0.0
FilePageCache.uncachedFileAccess,1705944960857000000,1705945020863000000,7
FilePageCache.totalPageDisposalsUs,1705944960857000000,1705945020863000000,0
DirectByteBufferAllocator.hits,1705944960857000000,1705945020863000000,0
FilePageCache.pageLoads,1705944960857000000,1705945020863000000,0
FilePageCache.totalPageLoadsUs,1705944960857000000,1705945020863000000,0
DirectByteBufferAllocator.disposed,1705944960857000000,1705945020863000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705944960857000000,1705945020863000000,0
DirectByteBufferAllocator.reclaimed,1705944960857000000,1705945020863000000,0
DirectByteBufferAllocator.misses,1705944960857000000,1705945020863000000,0
sorting.items.9,1705944960857000000,1705945020863000000,3
sorting.items.7,1705944960857000000,1705945020863000000,7
model.items.7,1705944960857000000,1705945020863000000,7
sorting.items.13,1705944960857000000,1705945020863000000,1
context.features.common,1705944960857000000,1705945020863000000,6
model.items.5,1705944960857000000,1705945020863000000,7
sorting.items.5,1705944960857000000,1705945020863000000,7
model.items.13,1705944960857000000,1705945020863000000,1
model.items.11,1705944960857000000,1705945020863000000,3
sorting.items.11,1705944960857000000,1705945020863000000,3
model.items.0,1705944960857000000,1705945020863000000,25
reordered.by.ml,1705944960857000000,1705945020863000000,30
sorting.items.0,1705944960857000000,1705945020863000000,25
model.items.9,1705944960857000000,1705945020863000000,3
FlushQueue.tasksExecuted,1705944960857000000,1705945020863000000,7028
AWTEventQueue.dispatchTimeMaxNs,1705944960857000000,1705945020863000000,101711871
NonBlockingReadAction.finalizedExecutionTimeUs,1705944960857000000,1705945020863000000,705636
FlushQueue.executionTimeMaxNs,1705944960857000000,1705945020863000000,45350911
AWTEventQueue.eventsDispatched,1705944960857000000,1705945020863000000,7285
FlushQueue.waitingTime90PNs,1705944960857000000,1705945020863000000,2015231
NonBlockingReadAction.failedExecutionsCount,1705944960857000000,1705945020863000000,13
FlushQueue.queueSizeMax,1705944960857000000,1705945020863000000,40
NonBlockingReadAction.failedExecutionTimeUs,1705944960857000000,1705945020863000000,56734
FlushQueue.waitingTimeMaxNs,1705944960857000000,1705945020863000000,99614719
FlushQueue.executionTime90PNs,1705944960857000000,1705945020863000000,240639
AWTEventQueue.dispatchTime90PNs,1705944960857000000,1705945020863000000,1687551
FlushQueue.queueSizeAvg,1705944960857000000,1705945020863000000,1.82854297097325
AWTEventQueue.dispatchTimeAvgNs,1705944960857000000,1705945020863000000,678075.4921070694
FlushQueue.waitingTimeAvgNs,1705944960857000000,1705945020863000000,1062897.7601024474
FlushQueue.executionTimeAvgNs,1705944960857000000,1705945020863000000,142538.5342914058
FlushQueue.queueSize90P,1705944960857000000,1705945020863000000,6
NonBlockingReadAction.finalizedExecutionsCount,1705944960857000000,1705945020863000000,809
FileNameCache.totalMisses,1705945020863000000,1705945080866000000,0
FileNameCache.queries,1705945020863000000,1705945080866000000,250585
FileNameCache.fastMisses,1705945020863000000,1705945080866000000,4193
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705945020863000000,1705945080866000000,0
FilePageCache.maxRegisteredFiles,1705945020863000000,1705945080866000000,654
FilePageCache.maxCacheSizeInBytes,1705945020863000000,1705945080866000000,372162560
FilePageCache.disposedBuffers,1705945020863000000,1705945080866000000,0
FilePageCache.capacityInBytes,1705945020863000000,1705945080866000000,524288000
StorageLockContext.competingThreads.90P,1705945020863000000,1705945080866000000,0
FilePageCache.pageFastCacheHits,1705945020863000000,1705945080866000000,76549
FilePageCache.pageHits,1705945020863000000,1705945080866000000,432
StorageLockContext.competingThreads.max,1705945020863000000,1705945080866000000,0
StorageLockContext.competingThreads.avg,1705945020863000000,1705945080866000000,0.0
FilePageCache.uncachedFileAccess,1705945020863000000,1705945080866000000,12
FilePageCache.totalPageDisposalsUs,1705945020863000000,1705945080866000000,20
DirectByteBufferAllocator.hits,1705945020863000000,1705945080866000000,0
FilePageCache.pageLoads,1705945020863000000,1705945080866000000,1
FilePageCache.totalPageLoadsUs,1705945020863000000,1705945080866000000,11512
DirectByteBufferAllocator.disposed,1705945020863000000,1705945080866000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705945020863000000,1705945080866000000,0
DirectByteBufferAllocator.reclaimed,1705945020863000000,1705945080866000000,0
DirectByteBufferAllocator.misses,1705945020863000000,1705945080866000000,1
sorting.time.5,1705945020863000000,1705945080866000000,37
sorting.items.9,1705945020863000000,1705945080866000000,12
context.features.java,1705945020863000000,1705945080866000000,1
sorting.time.11,1705945020863000000,1705945080866000000,2
sorting.items.7,1705945020863000000,1705945080866000000,14
model.items.7,1705945020863000000,1705945080866000000,14
sorting.items.13,1705945020863000000,1705945080866000000,2
context.features.common,1705945020863000000,1705945080866000000,5
sorting.time.9,1705945020863000000,1705945080866000000,7
model.items.5,1705945020863000000,1705945080866000000,14
sorting.items.5,1705945020863000000,1705945080866000000,14
sorting.time.7,1705945020863000000,1705945080866000000,9
sorting.time.3,1705945020863000000,1705945080866000000,1
model.items.13,1705945020863000000,1705945080866000000,2
model.items.11,1705945020863000000,1705945080866000000,10
sorting.items.11,1705945020863000000,1705945080866000000,10
model.items.0,1705945020863000000,1705945080866000000,82
sorting.time.6,1705945020863000000,1705945080866000000,2
sorting.time.0,1705945020863000000,1705945080866000000,17
reordered.by.ml,1705945020863000000,1705945080866000000,62
sorting.items.0,1705945020863000000,1705945080866000000,82
model.items.9,1705945020863000000,1705945080866000000,12
FlushQueue.tasksExecuted,1705945020863000000,1705945080866000000,9613
AWTEventQueue.dispatchTimeMaxNs,1705945020863000000,1705945080866000000,66060287
NonBlockingReadAction.finalizedExecutionTimeUs,1705945020863000000,1705945080866000000,1994522
FlushQueue.executionTimeMaxNs,1705945020863000000,1705945080866000000,26345471
AWTEventQueue.eventsDispatched,1705945020863000000,1705945080866000000,7883
FlushQueue.waitingTime90PNs,1705945020863000000,1705945080866000000,2392063
NonBlockingReadAction.failedExecutionsCount,1705945020863000000,1705945080866000000,19
FlushQueue.queueSizeMax,1705945020863000000,1705945080866000000,25
NonBlockingReadAction.failedExecutionTimeUs,1705945020863000000,1705945080866000000,86610
FlushQueue.waitingTimeMaxNs,1705945020863000000,1705945080866000000,65273855
FlushQueue.executionTime90PNs,1705945020863000000,1705945080866000000,264191
AWTEventQueue.dispatchTime90PNs,1705945020863000000,1705945080866000000,1826815
FlushQueue.queueSizeAvg,1705945020863000000,1705945080866000000,2.193800062415479
AWTEventQueue.dispatchTimeAvgNs,1705945020863000000,1705945080866000000,722968.5109729798
FlushQueue.waitingTimeAvgNs,1705945020863000000,1705945080866000000,1063171.650577343
FlushQueue.executionTimeAvgNs,1705945020863000000,1705945080866000000,135369.16061583272
FlushQueue.queueSize90P,1705945020863000000,1705945080866000000,8
NonBlockingReadAction.finalizedExecutionsCount,1705945020863000000,1705945080866000000,876
FileNameCache.totalMisses,1705945080866000000,1705945140858000000,4
FileNameCache.queries,1705945080866000000,1705945140858000000,103271
FileNameCache.fastMisses,1705945080866000000,1705945140858000000,2083
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705945080866000000,1705945140858000000,0
FilePageCache.maxRegisteredFiles,1705945080866000000,1705945140858000000,654
FilePageCache.maxCacheSizeInBytes,1705945080866000000,1705945140858000000,374267904
FilePageCache.disposedBuffers,1705945080866000000,1705945140858000000,0
FilePageCache.capacityInBytes,1705945080866000000,1705945140858000000,524288000
StorageLockContext.competingThreads.90P,1705945080866000000,1705945140858000000,0
FilePageCache.pageFastCacheHits,1705945080866000000,1705945140858000000,42930
FilePageCache.pageHits,1705945080866000000,1705945140858000000,294
StorageLockContext.competingThreads.max,1705945080866000000,1705945140858000000,0
StorageLockContext.competingThreads.avg,1705945080866000000,1705945140858000000,0.0
FilePageCache.uncachedFileAccess,1705945080866000000,1705945140858000000,30
FilePageCache.totalPageDisposalsUs,1705945080866000000,1705945140858000000,0
DirectByteBufferAllocator.hits,1705945080866000000,1705945140858000000,0
FilePageCache.pageLoads,1705945080866000000,1705945140858000000,3
FilePageCache.totalPageLoadsUs,1705945080866000000,1705945140858000000,3744
DirectByteBufferAllocator.disposed,1705945080866000000,1705945140858000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705945080866000000,1705945140858000000,0
DirectByteBufferAllocator.reclaimed,1705945080866000000,1705945140858000000,0
DirectByteBufferAllocator.misses,1705945080866000000,1705945140858000000,3
FlushQueue.tasksExecuted,1705945080866000000,1705945140858000000,8091
AWTEventQueue.dispatchTimeMaxNs,1705945080866000000,1705945140858000000,106430463
NonBlockingReadAction.finalizedExecutionTimeUs,1705945080866000000,1705945140858000000,780286
FlushQueue.executionTimeMaxNs,1705945080866000000,1705945140858000000,105906175
AWTEventQueue.eventsDispatched,1705945080866000000,1705945140858000000,9413
FlushQueue.waitingTime90PNs,1705945080866000000,1705945140858000000,2039807
NonBlockingReadAction.failedExecutionsCount,1705945080866000000,1705945140858000000,2
FlushQueue.queueSizeMax,1705945080866000000,1705945140858000000,85
NonBlockingReadAction.failedExecutionTimeUs,1705945080866000000,1705945140858000000,39702
FlushQueue.waitingTimeMaxNs,1705945080866000000,1705945140858000000,107479039
FlushQueue.executionTime90PNs,1705945080866000000,1705945140858000000,177151
AWTEventQueue.dispatchTime90PNs,1705945080866000000,1705945140858000000,1499135
FlushQueue.queueSizeAvg,1705945080866000000,1705945140858000000,2.3728834507477443
AWTEventQueue.dispatchTimeAvgNs,1705945080866000000,1705945140858000000,663860.4823116966
FlushQueue.waitingTimeAvgNs,1705945080866000000,1705945140858000000,1504882.2955135335
FlushQueue.executionTimeAvgNs,1705945080866000000,1705945140858000000,236876.39414163886
FlushQueue.queueSize90P,1705945080866000000,1705945140858000000,6
